epoch,accuracy,loss,val_accuracy,val_loss
1,0.4194824695587158,1.6952083110809326,0.46763870120048523,1.5160783529281616
2,0.469855934381485,1.50177001953125,0.481152206659317,1.4366223812103271
3,0.4831940233707428,1.4552005529403687,0.4948435425758362,1.4002776145935059
4,0.4892406165599823,1.4399852752685547,0.4971550405025482,1.3920083045959473
5,0.4922194480895996,1.4306540489196777,0.4959103763103485,1.392965316772461
6,0.49328649044036865,1.4213840961456299,0.49644380807876587,1.392342448234558
